activity,review,rating
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","１日かけて沖縄の主要観光地を案内してもらえる、とてもお得なツアーでした！
ただ各観光地への滞在時間がやはりタイトなので、じっくり見たい方はレンタカーなどで個人的に行かれた方がいいかなと思います。

ナゴパイナップルパークのカート？に乗りたい方は、配られる入場チケットを受け取ったら直ぐにチケット売り場に戻ってカートのチケットを購入して、入場口側にあるカート乗り場で並んでください🍍
案内されて進んだ先に乗り場があるのかなと彷徨って、ようやく乗り場に辿り着いた時には出発時間の３０分前で乗ることできませんでした！（滞在時間は５０分）

ベルトラ経由の予約だったからなのか、８割外国の方でバスガイドさんが拙い英語でがんばってガイドしていました。
移動中の車内でも歌ったりガイドをしてくださっていたのですが、バスのエンジン音に負けてガイドさんのお話しがあんまり聞こえなかったことが残念です。

このお値段で主要観光地に連れて行ってくれて、帰りも最寄りのホテルまで運んでくれるので疲れの心配もなく最高のツアーでした。
是非おすすめしたいです！
バスガイドさんも運転手さんも本当にありがとうございました。",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","The tour guide was awful she only spoke in Japanese which I was told by hotel they should all speak Japanese, English and Chinese. We stopped off at 1 place which was not on the guide. The audio equipment did not work in the coach some people were given it some didn’t get it. If she wanted to communicate she just held a piece of paper with what she wanted us to do. She kept singing in Japanese and no one had a clue what the song was about. I would certainly not recommend her as a tour guide or even recommend this company. 100% unhappy customer. ",1
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","沖縄の良さを感じ見る事良かったし添乗員さんの話し方が聞き取りやすく
良かったです
VELTRAは何度も利用していて
STAFFの方々最高です",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","旅行直前に梅雨に入ってしまい、連日雨予報の沖縄、楽しめるか心配でしたが
こちらのバスツアーのおかげでとても充実した1日になりました。
美ら海水族館や、パイナップル園などはもちろん、途中途中でお土産を買ったり美味しいものを買って食べたり。青空は見えませんでしたが沖縄の海は雨でも透き通っていて青くて、感動しました。
8年前に訪れてまた行きたいなと思っていたエメラルドビーチにまた行けて私はとても嬉しかったです。ガイドさんのお話もお歌も癒されましたし居心地のいいバスでした。帰りの飛行機はガイドさんが歌われた島人の宝を聞いて帰りましたよ。
レンタカーの無い方はおすすめです。とても快適です。
素敵な一日をありがとうございました！！",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",豆知識を教えてくださる添乗員の喜屋武さん、安心安全運転のドライバーの真栄田さんのおふたりのおかげでいろんな場所を凝縮して楽しくまわることができました。また他のルートでも利用したいです。ありがとうございました。,4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","ベテランのバスガイドさん、とても良かったです。観光スポットだけでなく、沖縄にまつわる様々な説明や、沖縄の有名な歌も、いくつか歌っていただき、道中とても楽しかったです。
バス車内も綺麗で快適でした。
もともとは、レンタカーで周る予定が、雨の予報だったため、レンタカーをキャンセルして、こちらを申込みました。雨でも効率よく周れて正解でした。
パイナップルパークは、季節外れのため、畑が見れなかったのが残念でした。
見学時間に余裕がなく、カートに乗れなかったのと、パイナップルピザ等の食事が出来なかったのも心残りでした。(試食をしてからお土産を選べるのはよかった)
",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",The host does not speak English and the headset does not work so I did not know what’s really happening while I was on the bus. I used the Google translator and helped me little bit.,4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","美ら海水族館メインで観光スポットを数カ所巡るツアーでした。
初ツアーで1日の案内して頂けたので安全に観光出来ました。
バスの中での旅でしたので景色を楽しんだり購入するお土産の確認したり時間を有意義に使えました。
帰りは渋滞でしたが疲れて寝てしまい安全に帰れました。",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",ガイドさんが、運転士さんと相談して、行程やトイレ休憩など臨機応変に対処して下さり、何のストレスもなく、ただ楽しい時間を過ごせました！本当にありがとうございました。,5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",史跡のこと基地のこと沖縄の現状等、ガイドさんはナチュラルな立場で考えを押し付けることなく話してくれていたように感じました。バスの乗車時間が長かったですが良い時間が過ごせました。,3
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",備瀬のフクギ並木を抜けて、伊江島を望む透明な海の砂浜を散策して大自然を満喫しました。熱帯ドリームセンターではランの花はもちろん、オオゴマダラ・バオバブの木・ヒスイカズラ、熱帯の果樹の数々にふれることができて、貴重な体験・時間を共有することが出来ました。,5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","沖縄北部を1日かけて、観光できるため、個々の場所が時間かけれないけど楽しかったです。
ですが、観光地で限られた時間のため、昼食は取れないのが、残念でした。おむすびと飲み物を買ってからバスで食べる方が良いとコメントがあったため、そのようにすれば良かったな。",3
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","無駄なく名所を回れて　とても満足してます　時間配分もバッチリでした
ガイドさんもとてもわかりやすく説明してくれて　とても楽しかったです",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","実際時間足りないかも、とか疲れてて楽しめないかなって思ってたけど
バスガイドさん優しくて出発時刻とかも分かりやすくて親切だった！",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",30年前に美ら海水族館に行ったので、また行こうと思い美ら海水族館行きました。家族連れでいっぱいでした。美ら海水族館のある海洋博公園は広いです。美ら海水族館持ち時間140分位ですので時間配分を考慮して歩くと良いです。万座毛は順路が整備されてました。名護パイナップルパークはオブジェがいっぱいで楽しめました。昼食がコ−スに含まれて無いので、おにぎり等を持参すると良いと思います。観光地の食堂、キッチンカ−等は人がいっぱいで食べる時間有りません。私はおにぎりをコンビニで買い持って行きました。夕食焼肉ディナ-付プランで参加しました。目の前で焼いてくれて、美味しくいただきました。,4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","道中、沖縄の様々な歴史を話してくださり、とても勉強になりました。
沖縄に行く機会があったら、またveltraさんにしたいです。",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",両親との旅行で参加しました。見知らぬ土地での車の運転が苦手なので参加しましたがやはり楽でストレスなく楽しめました。時間を気にしながらなので歩行がゆっくりの親はしんどそうでしたが決められた時間内でいろんなところを見て回り、有意義な時間を過ごせたと思います。ガイドさんが終始丁寧な説明があったので沖縄についてよく深く知ることが出来ました。,5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","車がないと行きづらい美ら海水族館や万座毛に連れて行ってもらえて良かったです。
パイナップルパークも思っていたより広くて楽しめました。",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","ガイドさんが限られた時間内で美ら海水族館で食事をとるならレストランに入るより売店で食べ物を購入した方が効率的とアドバイスして下さいました。
美ら海水族館の館内見学、イルカショー見学の前にベンチで食事、その後イルカショー見学で2時間半の見学時間でも充分楽しめました。古宇利島の景色は素敵でした。行きにくい場所なので車を運転しない私に有り難かったです",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","バスガイドさんの楽しいお話と沖縄といえばここ！という場所にたくさん連れて行っていただき大満足な旅行でした！
ありがとうございました。",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",一緒に行った方が沖縄が初めての方だったので、こちらのコースを予約しました。沖縄の観光地を回って時間も適度にとって頂き、なかでも美ら海水族館で偶然ですが、じんべいざめの餌やりが丁度に始まり縦になった姿を見れました。渋滞もなく夕飯のステーキ屋さんに一時間早く着いてしまいお店は満員でしたが、そちらのお店の本店にタクシーで送って頂きました。全く期待してなかったので、目の前で焼いて下さるパフォーマンスもさることながら、お肉が柔らかくすべて美味しく頂きました。私達は他に用事があって沖縄に来たのですが、観光を満喫した１日でした。また参加したいです。,5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","美ら海水族館メインでこのコースを選べました。価格からしたら、バスガイドさんの解説があったり、集合時刻の正確さだったり、概ね満足です。
　残念なのは、パイナップルパークです。ツアーのお客様はこちらと、係の人に案内されましたが、いつの間、ツアーの大半の人達は迷子になってしまいました。出口に行くのに時間がかかり、楽しみにしていた、カートには乗れず、、、最初から、カートの人はこちら、園内見学はこちらと案内してくださればカートに乗れたのに、、と思います。おじさんについて行かない方がいいです。",3
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","5カ所を周るのでかなり盛りだくさんなツアーですが、移動中もガイドさんのご説明が素晴らしく、退屈せずとても有意義に過ごせました。
また、当日の状況に合わせて柔軟に時間の調整もしてくださり、見たいものが全て見られたので大満足です。

海洋博公園はとても広いので、水族館以外も色々見たい方には向かないかも。（色々見たい場合はそもそもツアーでは無理だと思いますが）",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","美ら海水族館で駐車場からかなり距離がありましたが、歩きにくそうにしていた同行者を見て水族館の入口まで車で移動できるよう配慮していただきました。ありがとうございました。
",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","時間を守らない人が多く、ホテルからの出発や到着時間も遅れ、滞在時間が短縮されたりして疲れるだけのツアーでした。

時間を守らない人に対しての対応が甘すぎるため、他の時間を厳守する人達に迷惑がかかっていました。

言葉が通じないためか、外国の方との下車トラブルもあり散々でした。

また、滞在時間にチケット購入時間が含まれるため、実際に回れる時間は更に短いです。

せっかくの旅が台無しでした。",1
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","万座毛や、古宇利島の海がとても綺麗でした！
いろいろ少しずつ楽しめて沖縄初心者向けでした。
今度はゆっくり回りたいです！",4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park",大型バスにわずか10人ほどのお客さんで、車内もとてもゆったりできました。ガイドさんの説明も丁寧でわかりやすく、勉強になりました。ちゅら海水族館は、海洋博公園内のひとつの施設だということを知らなくて、せっかくのチャンスでしたが、海洋博公園全体を楽しむ時間が全然足りず、残念な思いが残りました。道もすいていて、行程がスムーズに進み、解散予定時刻の１時間半も前に解散になったので、道路情報等を取り入れて、少し予測して海洋博物園の滞在滞在時間をもう少しだけでも延ばせていただけたらもっと有難かったな～と勝手なことを思ってしまいました（笑）全体的には、とても良いツアーに参加させていただけたと思います。お世話になりありがとうございました。,4
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","前回の一人旅では自分で美ら海まで行きましたが、今回は母親とともにツアーに申し込みました。結論を言いますと、ツアーでは色々効率よく周れるのでお勧めです。ただ水族館やショーをゆっくり見たいとなると、美ら海150分では足りないかもしれません。水族館内は平日にもかかわらず、アジア系観光客がたくさんおり、しかもベビーカーがあちらこちらにあったので、暗い中見て回るのがちょっと大変でした。またランチは各自となるので、時間セーブのためにもバスでの移動中に食べるのがいいかと思います。

ツアーに入っている御菓子御殿やパイナップルパークにはあまり期待していなかったのですが、想像以上に良かったです。御菓子御殿ではバラのお菓子をいくつも買ってお土産にしました。多くの人が紅芋タルトを箱買いしていましたが、個人的には紅芋かるかんがしっとりして美味しかったです。またパイナップルパークはパイナップルこそ時期ではありませんでしたが、植物園が工夫が凝らされており楽しかったです。どなたかのコメントでジャングリアより恐竜がいるとありましたが、その通りかもしれません。リアルな恐竜がわらわらいて、子供も楽しめると思います。パイナップルシーズンが終わっていても、たくさんの加工品のお土産があります。

年配のガイドさんでしたが、お話も歌もとてもお上手でした。前の席でじっくり聞きたかったです。",5
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","パイナップルパークに入れる事が私たちに伝えられおらず、お土産コーナーだけみて退店した。有料1500円が高くて入らなかったので、後から入れると電話でご連絡頂いた際に知ってとても残念だった。
クレームをしたら、確認しますと言ってからいまだに連絡が無いのがきになる。",3
"Okinawa Day Tour to Churaumi Aquarium, Cape Manzamo, and Nago Pineapple Park","有名な美ら海水族館に行ってみたくて申し込みました。

沖縄旅行は車が運転できないと楽しめないと思っていたのですが、現地ツアーが沢山あって車なしでも大丈夫そうです。

「ラジオ感覚で聞いてください」と言うガイドさんのお話は本当にラジオのようで、聞いても面白いし、眠るのにも邪魔にならず良かったです。",4
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"We had a wonderful experience in Kyoto driven & guided by Ken san, a real gentleman, who took us to see the sights & guided us through them.  Would highly recommend. ",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"海外からの大切な友人との京都観光で利用しました。
限られた時間の中でも効率よく回れるようプランを組んでいただき、雨の中でも安心して観光できました。自分たちだけでは難しかったと思います。
ドライバーの方は英語堪能で豊富な知識で観光地の案内をして下さいました。友人にもとても喜んでもらえました。またこのような機会があれば利用させて頂きたいです。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"Ichiro-San was a wonderful host and guide - knowledgeable, humorous, patient and always professional with the six gaijin in his custody. I highly recommend he and his company. 

We all agreed it was a 1st class experience. ",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"運転手さんがとても親切で安心して観光することができました。
名所も一緒に、歩いてくれて色々説明してくださって、いい思い出になりました。
またお願いしたいです。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,We really enjoyed our trip with our guide - he was so helpful and took us everywhere that we wanted to visit! Thank you so much for such a great experience!,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,ドライバーさんはとても親切で、楽しい時間となりました。家族のために英語での説明、高齢の両親の気配りも素晴らしく、写真も撮ってくれたりと、とても有意義な時間となりました。またの機会のお願いしたいと思います。,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,全体のクオリティはもちろん、細かな気配りも楽しいトークも大変素晴らしく、またぜひ利用させてほしいと思いました。,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"運転手の方がとても親切で､ガイドも上手でよかったです
写真もたくさん撮ってくださって､撮る時の笑顔の引き出し方も最高でした！
おかげで､いい写真が撮れて満足してます
機会があれば、またぜひ利用したいです！",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"Our driver-guide was absolutely fantastic! The entire experience was seamless, and we’re so glad we chose the right tour. It truly exceeded our expectations.",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,Could not have been more pleased with our driver and the service. Exceptional!,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,親切な対応と英語での説明。とても楽しい旅となりました。駅の待ち合わせ場所を間違えてしまい、少し迷ったのですが、優しく対応してくださいました。本当にありがとうございます。,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,海外からの友人と観光しました。友人からのthe観光地！ではない人の少ない場所をとリクエストがあり地元京都ですが、どこに行ってよいやら…担当して下さった、いちろうさん！ランチも観光の場所も全て当日お任せするという私達のむちゃぶりにも本当に丁寧に楽しく対応して下りました。そして、自分達では絶対行かないであろう穴場な場所に連れて行っていただき、感動！私達の無知な知識や英会話能力がいちろうさんのおかげで満足な1日となりました。最後、笑顔で去って行かれたいちろうさん！きちんとお礼を言えなくてすいません。いちろうさんのホスピタリティ、我家家族一同から深く感謝致します。ランチの場所は家族でリピートさせていただきます！ありがとうございました。,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"距離を考慮なしに、行きたいところをとりあえず書き込んで予約しました。
素晴らしい運転手さんに巡り会えたお陰で、
皆んな大満足な観光となりました！
英語堪能、歴史に詳しい！
話が面白い！
本当にありがとうございました",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"今回、取引先の外国の方をお連れし3時間のツアーを予約しました。彼らもすごく良かったと言っていました。日本の歴史や、質問に対しての答えなどしっかりと返答していただき、満足のいくツアーでした。
急なピックアップ場所変更にも対応していただき、ヤサカさんの素晴らしさを再確認いたしました！また機会があれば利用させてください。本当にありがとうございました。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"それぞれのスポットで、単なる観光案内以上の教養、知識のあるガイドさん(たかさん)に当たりとても幸運でした。
英語も流暢に話されて、連れも大満足しておりました。ありがとうございました。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"アメリカからのお客様をアテンドするために利用させて頂きました。
予約が2日前と、ギリギリだったにも関わらずスムーズに予約確定の手配をしてくださり、有名観光スポットをたっぷり巡ってくださいました。10時から15時のコースで、金閣寺、嵐山、伏見稲荷神社、清水寺に行きました。色々な豆知識等も英語で話してくださり、おすすめフォトスポットや写真の撮り方も教えて頂きました。おやつやドリンクを買いながら、夕食についてもオススメの場所を教えてくださりとても助かりました。値段についても、サービスがよかったので、安いと感じました。
また是非利用させて頂きたいです。ありがとうございました。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"外国人2人を案内するために我々夫婦と4人で初めて貸切タクシーを利用しました。運転手さんのガイドが上手で、日本語、英語の切り替えもスムーズで大変わかりやすい説明でした。またかなり盛りだくさんに行き先を希望していましたが、ほぼ全て回ることができました。

おかげさまで、自前で案内するのとはまるで違う質の高い観光になり、外国人の人にも大変喜ばれました。利用して本当に良かったと思います。ありがとうございました。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"外国人と県外の2人で京都観光が分からず色々調べました。
今回、私共が求めてた総ての条件が揃っていたので依頼させていただきました。
ご案内して頂いたドライバーさんがとても丁寧で観光スポットでの歴史や建造物の知識と堪能な英語でのご案内で終始和やかな雰囲気で見て回ることが出来ました。

当日は、とても寒く雪が降ってました。
そして午前中にレンタルの着物を着付けした場所に送迎をお願いしていたのでそのまま行けるのも有り難かったです。写真スポットでは必ずお声掛けして頂き思い出の写真が増えていくのが嬉しかったです。

バスや電車などでの移動は土地が不慣れなので京都観光を半日で楽しむならタクシー観光が正解だと本当に思えました。
京都での楽しい思い出を本当にありがとうございました！その日の夜は教えて頂いたモリタ屋さんで京風すき焼きを食べました！美味しかったです！またお願いします。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"Ichiro-san was very professional and extremely knowledgeable about Kyoto. Additionally, his English skills were excellent. I want to commend him for doing such a great job. Whenever I come back to Kyoto I will ask for him again.",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"依頼内容:京都駅近くのホテルから、金閣寺、瀧安寺、竹林、天龍寺、渡月橋周辺
＊英語を話すドライバーさんで、依頼していた場所全てへ連れて行ってくださり、限られた時間の中で、予定通りの1日を過ごせて良かったです。運転だけでは無く、施設内の案内もして頂いたので、非常に助かりました。石庭の隠れスポットへも連れて行って下さり思い出に残っています。お土産などのアドバイスも頂いて感謝でした。予定時間を過ぎたけど、嫌な顔ひとつせずに、気持ち良く案内頂けました。本当にお世話になりました。ありがとうございました。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"私:日本人　旦那:アメリカ人で、参加させて頂きました。ガイドの一郎さんがとても歴史に詳しく、英語も堪能なので、2人共とても良い思い出が出来ました。私自身色々勉強になりました。
色々なリクエストにも快く対応して頂き、行き届いたサービスはとても素晴らしいと思います。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"今回は、米国からのお客さんを京都観光にお連れすることになり、利用させて戴きました。各所でのご説明、道中で突然ゲストから出る質問への回答、お気遣い、全て素晴らしく、訪問希望先の順番相談、昼食場所の相談（予定していたお店が当日は定休だと教えてくださり、急遽代案もご提示戴きました）、各所での時間配分に合わせた案内等、細やかに対応戴きました。
日本が初めての方、京都にも何度か足を運んだことがある方、色々入り混じったゲストでしたが、いずれの方もかなり満足されており、最高だったと口々に言われておりました。  当日ガイドしてくださった、イチローさん（プライバシーあるかと存じますのでニックネームで失礼致します）この度は、御対応くださり、ありがとう御座いました！また機会があれば、必ず指名させて戴きます！（外国の方がいなくても、京都でアテンドが必要な際は、お願いしたいところであります）。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"外国の方をお連れしました。
京都をよく知らないままでとても不安でしたが
担当の方がものすごく親身にいろいろアイデアを出してくださったりしたので
本当に助かりました。
あまりに素晴らしかったので次の日もお願いしたくらいです。
京都に行く際にはみなさんに紹介します。
ありがとうございました
",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"　アメリカ人の知人を連れての京都でした。
ずっと通訳するには疲れるので、英語堪能なドライバーさんでお願いしました。
　自分たちで行きたいところをチョイスし相談して、回る順番などアドバイスしていただきました。観光客がだいぶ戻ってきているのと、少し早かったですが桜のシーズンが重なり、大混雑の京都でしたがおかげさまで効率的に周り、しっかり案内していただきました。元気すぎる小学生男子も連れていましたが、しっかり対応してくださり本当に感謝です。
　運転、日本語&英語でのガイド、カメラマン、子どもの扱い、全てにおいてすばらしかったです。
　加藤秀康さん、ありがとうございました！帰りに四つ葉のタクシーみることができましたよ、
またお願いしますのでそのときはよろしくお願い申し上げます。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"高齢の夫婦が外国の方を限られた時間で観光案内をする事は公共交通機関を利用しては無理だろうと考えた所、veltraの事をwebで見つけました。
　そして、ドライバーさんも英語を喋れる方を指定出来、願ってもないサービスでした。
　思っていた通り、5時間で5箇所を効率良く回って頂き、高齢者の私達も疲れもなく観光する事が出来ました。本当に助かりました。
　有難うございました。",4
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"京都は何度も来たことがありますが、今回はオーストラリア人の夫も一緒なので利用させて頂きました。
夫のどんな質問も答えて頂き、歴史や文化、私自身もすごく勉強になり本当に良かったです。
最初、観光中もツアーガイドのように案内して貰えると思ってなかったのですが、今まで行ったことあってもガイドがつくと、より一層楽しく感じました。
夫婦でお世話になり、大満足です。
また是非、利用したいです。",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,英語堪能なタクシードライバーさんで京都の名所を案内してくれました。外国人のパートナーも丁寧な説明で京都を色々知れて楽しかったと言っていました。おすすめの美味しいとんかつ屋も案内して頂き、本当にありがとうございました！,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,"今回は、カナダから連れてきた外国人３名と共に、初めての貸切タクシーツアーを申し込みました。
６時間というコースを選択したのですが、京都の名所を４－５ヶ所周るには、ギリギリ時間でした。次回予約するのであれば、昼食時間もありますので、８時間ぐらいがお勧めかと感じました。
運転手さんですが、しっかり英語を勉強されており、要所要所の観光名所での気の利いた説明及び移動中の雑談も、外国人が受け入れる話し方に気を使われ、しっかり対応頂き、ツアー後の外国人３名も満足しておりました。
また名所の周る度に、写真スポットでの撮影手伝いもサラって対応いただき感謝しております。今回初めてヤサカに申し込みを致しましたが、
社員の方への教育の高さも感じられ、６時間という時間が、楽しく・安心してツアーができたことが何より良かった点であります。
次回もぜひお願いしたいです。
",5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,外国人家族のために予約しました。半日ですごく綺麗な京都を案内してくれ、英語も話せるドライバーの方だったので安心して楽しく過ごせたそうです。良い思い出ができて本当によかったです！ありがとうございました！,5
Kyoto Private Taxi Tour with Customizable Itinerary & English-Speaking Guide,We had the best time with Taka San- we felt like we were great friends by the end of our day in Kyoto. he immersed us in Japanese customs and traditions and thoroughly explained the nuances of each temple and shrine. His local knowledge made our experience in Kyoto better than we could have ever imagined. He even found us a great Ramen spot for lunch- he even pushed my grandma in a wheelchair up a steep slope so she could see the beautiful temple. he is truly one of a kind- and will call him every time we visit Kyoto and the surrounding area. Thank you Taka San for an unforgettable experience. The driving tour and his knowledge was so amazing! Having him drive us around and explain everything in such detail was such a special experience! Could not recommend him more!! ,5
Japanese Plastic Food Sample Art Experience in Tokyo,"We had a lovely day creating little desserts in ikebukuro. The instructions were easy to follow and our guide was very helpful. English was okay and they showed a video so we were able to follow, plus the guide helps you. The location is so nice, you hardly believe you’re still in Tokyo it was so peaceful. I highly recommend spending an afternoon here. ",5
Japanese Plastic Food Sample Art Experience in Tokyo,My teenage daughter and I had a wonderful time at the workshop! We enjoyed every minute of it and are delighted to have a great souvenir to take home with us. ,5
Japanese Plastic Food Sample Art Experience in Tokyo,"食品サンプルを作ってみたかったけど、天ぷらやレタスは作ってもその後どうするか悩んでなかなか踏み出せなかったけれど、スマホスタンドは使用できるものでちょうど欲しいものでした！

ものづくりが元々好きだったので、黙々と作るのが楽しかったです😊",5
Japanese Plastic Food Sample Art Experience in Tokyo,"お店の方が優しく丁寧に教えてくださいます。
最初はまっすぐなラーメンの麺をほぐしながらお皿に乗せて、スープをかけて、好きなレイアウトで具材を乗せるという手順です。
満足度の高い完成品になりました。
おすすめです。",5
Japanese Plastic Food Sample Art Experience in Tokyo,"My 4 year old and I had a great time making our cupcake and tart. The teacher was so kind and patient, and could cater to us with our lack of Japanese. There was even a playground with a roller slide in the park next to the building, which was perfect for keeping our 1 year old busy while we participated. ",5
Japanese Plastic Food Sample Art Experience in Tokyo,I did the mini curry rice phone stand and it was a really fun activity. the instructions and guidance was so clear and it made the activity run smoothly with no mistakes :),5
Japanese Plastic Food Sample Art Experience in Tokyo,My son and I loved making the curry rice. The instructor was really patient and helpful!,5
Japanese Plastic Food Sample Art Experience in Tokyo,"We had such a great time creating our little cupcake and fruit tart! The instructor was so kind and spoke very good English, while simultaneously explaining to another group of visitors in Japanese. It was also a nice change of pace from running around Tokyo to sit and do a craft. We had a hard time choosing additional souvenirs (a magnet and keychain) from their wide selection, and it felt nice to buy from a local business versus the mass produced ones you’ll see in tourist shops. We’d love to come back and do a larger craft next time we’re in town! ",5
Japanese Plastic Food Sample Art Experience in Tokyo,"This was a fantastic workshop! The instructor gave great explanations and instructions and speaks English. Very friendly and helpful. 
My daughter and I did this as a mummy daughter experience and we loved it! ",5
Japanese Plastic Food Sample Art Experience in Tokyo,"My kids and I had a wonderful time there. They were all awesome and luckily for us they spoke some English. 
We recommend this place to anyone visiting Tokyo. ",5
Japanese Plastic Food Sample Art Experience in Tokyo,"This was our second time booking this delightful experience—our first was last year, and we were excited to return! The location is very convenient, just a few minutes’ walk from the nearest train station, and easy to find.

From the moment we arrived, we were greeted with warm hospitality. Although the owner doesn’t speak much English, he went out of his way to communicate and make us feel welcome. He was incredibly friendly, kind, and guided us patiently through each step of the sundae-making process.

We could each choose up to five silicone food samples to decorate our sundae. First, we picked the color of the sundae base and then created it under the owner's guidance. After that, we learned how to twirl the sundae, which was really fun, before moving on to the decorating part.

The finished sundaes looked adorable—so realistic and yummy-looking! It was a really fun and hands-on activity, perfect for all ages. We had a great time and made some sweet memories. Highly recommended for anyone looking for a unique and creative experience in Japan",5
Japanese Plastic Food Sample Art Experience in Tokyo,We had a wonderful time making our wax & PVC ramen at this workshop. It was fun and engaging and we highly recommend it! ,5
Japanese Plastic Food Sample Art Experience in Tokyo,We had a lot of fun and would recommend to everyone!,5
